customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0177-FCHFA,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,92.83,2954.29,No
0178-BEIAC,Male,0,No,No,59,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.49,6480.31,No
0179-BHCDB,Male,0,Yes,No,58,Yes,Yes,No,No,No,Yes,No,No,No,One year,No,Electronic check,98.93,5732.91,No
0180-FGIAB,Male,0,No,Yes,50,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,No,Electronic check,48.42,2371.54,No
0181-BECFJ,Male,0,Yes,Yes,14,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.99,1480.67,No
0182-GDFDI,Female,0,No,No,42,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,24.4,975.07,No
0183-GGADF,Male,0,Yes,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.12,2391.75,No
0184-JHICD,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.3,3666.53,No
0185-AHAEI,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,62.84,3744.9,No
0186-EGGEC,Female,1,No,Yes,69,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.45,6222.0,Yes
0187-JICGH,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.18,1076.9,Yes
0188-FGIBG,Male,0,No,Yes,7,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.04,756.15,Yes
0189-CCAJD,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.41,2786.02,Yes
0190-EJJIC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.05,591.54,No
0191-EGFAJ,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,50.92,26.41,No
0192-AGEAC,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.87,1465.05,No
0193-DFFFJ,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),111.77,317.6,No
0194-JHBDC,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.51,2188.39,No
0195-AJFBF,Female,0,Yes,Yes,71,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,41.95,2935.13,No
0196-CJIEE,Female,0,No,No,68,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.39,6120.44,Yes
0197-IHFFF,Female,1,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.4,397.6,Yes
0198-IBBJB,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),112.29,484.39,Yes
0199-CJEAG,Male,1,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.14,3028.22,Yes
0200-GFDEB,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,116.87,258.56,Yes
0201-DEEGA,Female,1,No,No,37,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.89,3272.53,No
0202-IBAGH,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.47,35.22,Yes
0203-FBDHJ,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.0,445.46,Yes
0204-DDABJ,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,95.7,1175.37,No
0205-CJFEC,Male,0,No,No,69,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,22.84,1612.79,No
0206-CCJHJ,Female,0,No,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,52.3,2577.58,No
0207-IJAAE,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),108.47,794.16,Yes
0208-ECIIG,Female,0,Yes,Yes,29,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.91,818.14,No
0209-HGBDC,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.86,2788.69,No
0210-DHIGI,Male,0,Yes,No,32,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),76.71,2465.74,No
0211-BADDJ,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),47.27,3367.6,No
0212-JIADB,Male,0,No,Yes,51,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,59.24,2990.36,No
0213-DGBFB,Male,0,Yes,No,32,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),110.84,3596.28,No
0214-CEDDI,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),24.16,1768.26,No
0215-FBIHI,Male,1,No,No,36,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,34.46,1201.84,Yes
0216-EGFEG,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),109.92,7546.15,No
0217-HBDGG,Male,0,No,No,68,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,36.29,2456.97,Yes
0218-EAFAF,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,35.78,157.12,Yes
0219-CFBBJ,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.61,4626.5,Yes
0220-JFGDA,Male,0,No,No,30,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),118.41,3549.57,No
0221-DEAGJ,Male,1,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,63.59,820.86,No
0222-HIDJH,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71.29,4215.03,No
0223-JGADE,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,102.29,6869.62,No
0224-JCBHC,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.03,2202.23,Yes
0225-JHFGI,Female,0,No,Yes,23,Yes,Yes,No,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,119.59,2717.65,No
0226-HGDEH,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.49,4458.63,No
0227-IAJFA,Female,1,Yes,No,8,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.81,471.89,No
0228-CJDJG,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),52.03,1722.93,No
0229-IDEAD,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.72,2766.33,No
0230-DIJAC,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.46,3037.25,Yes
0231-FACFD,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.61,6626.77,No
0232-BBECD,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,37.83,2474.11,No
0233-BBFBA,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.96,2589.8,No
0234-IADCG,Female,0,No,No,35,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),20.32,750.01,Yes
0235-ADFIG,Female,1,No,No,33,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),72.51,2379.37,No
0236-BIICC,Female,0,Yes,No,38,Yes,Yes,No,No,No,Yes,No,No,No,One year,Yes,Electronic check,25.53,946.92,No
0237-BCFIE,Female,1,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),38.09,841.95,Yes
0238-AIIAC,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,46.76,2007.03,No
0239-DHCFG,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.35,6946.52,Yes
0240-BEDDA,Female,0,No,No,57,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.45,1600.34,No
0241-EGHHG,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.56,6400.61,No
0242-IDDGB,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.76,1923.18,Yes
0243-IEEFD,Male,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.09,600.64,Yes
0244-AEGDC,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.67,4672.1,Yes
0245-HIBBF,Female,0,No,No,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.21,206.17,No
0246-FEAJF,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.62,308.87,No
0247-BEIJB,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,36.76,443.42,No
0248-EBFIB,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.56,2633.58,No
0249-FJGBD,Male,0,Yes,Yes,37,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.48,2009.0,Yes
0250-BDIIC,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,103.16,175.64,Yes
0251-HAFID,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),22.3,317.15,No
0252-HABHI,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,115.78,5306.49,No
0253-EFCHD,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.08,420.09,Yes
0254-FGJFF,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),66.54,3497.71,No
0255-FBIGB,Male,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.59,818.71,No
0256-AFBEJ,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.82,424.8,Yes
0257-FHDCD,Female,0,Yes,No,32,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.24,1294.75,No
0258-JGDHC,Female,0,Yes,No,56,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.68,4995.74,No
0259-GFAIE,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,56.24,2834.02,No
0260-ECHFJ,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),18.32,1181.87,No
0261-DJBDA,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),57.18,2399.52,No
0262-AHDIF,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.33,3321.63,No
0263-JDIJA,Male,0,Yes,No,35,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Mailed check,23.49,772.26,No
0264-DGCJF,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.22,816.09,Yes
0265-JDIJD,Female,0,No,Yes,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),97.24,5346.91,No
0266-DJIBB,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.55,199.36,Yes
0267-DBBFD,Female,0,Yes,Yes,49,Yes,No,No,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),51.8,2560.7,No
0268-JCDGG,Male,0,No,Yes,28,No,Yes,No,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),54.84,1539.44,No
0269-CIJBB,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.9,936.62,Yes
0270-CFFGG,Female,1,No,Yes,39,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,104.45,4093.46,No
0271-AGACD,Female,0,Yes,Yes,26,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),21.24,594.12,No
0272-FDDFD,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.15,3692.73,No
0273-FJCHF,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,115.86,4706.68,No
0274-IBEJI,Male,1,No,No,56,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.78,5726.23,No
0275-FFGGE,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,31.75,279.93,No
0276-HFDAA,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),54.2,1990.33,No
0277-FECFH,Female,0,No,Yes,7,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,19.84,94.08,No
0278-EDHDH,Male,0,No,No,17,Yes,No,No,No,No,Yes,No,No,No,Two year,No,Mailed check,92.42,1580.98,Yes
0279-FJEAB,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.56,491.28,No
0280-GBJCG,Female,0,Yes,No,57,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),57.36,3225.11,No
0281-CIIGE,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.11,7159.46,No
0282-BEEBI,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,31.94,1421.58,Yes
0283-EIHIF,Male,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,51.22,364.79,No
0284-HCCJI,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,101.19,4735.37,No
0285-AECEE,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.49,3128.82,Yes
0286-FHAHE,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),95.43,444.49,No
0287-HBEEB,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),115.81,3363.61,Yes
0288-GAGJC,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),111.16,1924.92,No
0289-CEICD,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.23,1970.27,Yes
0290-HFFGG,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),48.49,1502.56,No
0291-FICJF,Male,1,Yes,No,52,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),26.81,1405.49,No
0292-BIIDI,Male,0,No,No,55,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.29,3134.18,No
0293-GHCED,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,96.99,1775.16,No
0294-FCCAJ,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,44.36,3031.55,No
0295-CEDDJ,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.46,2589.05,No
0296-JGGJE,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.46,2123.13,Yes
0297-FAFAJ,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.74,1257.6,No
0298-IFHBF,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,60.66,291.77,Yes
0299-HDEEJ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),96.64,5075.92,No
0300-BGJEA,Male,0,No,No,38,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.25,1884.04,No
0301-CIJFA,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,91.09,272.96,No
0302-HIFEF,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.54,3465.33,No
0303-EBHBD,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.21,4708.8,Yes
0304-GEGED,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.6,2379.08,No
0305-JIIJG,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),49.49,1246.99,Yes
0306-JBAEC,Female,1,No,Yes,39,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),68.74,2714.3,No
0307-GBIGJ,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.39,5159.9,Yes
0308-CICGI,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,34.08,1307.79,No
0309-EBDCA,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),110.14,4143.43,No
0310-DAADG,Female,0,No,No,47,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,19.82,926.81,No
0311-EHGGB,Male,0,Yes,No,24,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.69,516.29,Yes
0312-DGCCB,Female,0,No,Yes,33,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.79,2121.19,Yes
0313-GCBFF,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,102.53,2023.96,No
0314-CGIGB,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),31.43,715.42,No
0315-CBHFE,Female,0,Yes,No,21,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.51,1403.26,No
0316-JBBFE,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.75,1369.54,Yes
0317-BACIH,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,No,No,Yes,One year,No,Electronic check,93.97,2214.24,No
0318-JFDHB,Male,0,Yes,No,25,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,39.81,1028.96,No
0319-GEIDC,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,78.59,2279.5,No
0320-JIIGB,Female,1,No,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,111.8,4172.37,No
0321-IEFIG,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),23.63,794.7,No
0322-ICIGF,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,108.21,7838.53,No
0323-GDJHH,Female,0,Yes,No,14,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,39.31,549.49,Yes
0324-DHBAI,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.42,1158.63,Yes
0325-HHGDG,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.56,454.05,No
0326-FDDEE,Male,1,Yes,Yes,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),70.04,2488.37,No
0327-JIJED,Male,1,No,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),54.42,285.48,No
0328-HJIEF,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.52,950.71,No
0329-IAFHB,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,66.62,674.03,Yes
0330-ADCBH,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,18.21,889.18,No
0331-FHJID,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,18.97,1235.16,No
0332-JFHIG,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.79,4873.55,No
0333-GABJE,Male,0,Yes,No,44,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.97,3340.54,No
0334-GIJGI,Female,0,No,Yes,32,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.08,1762.98,Yes
0335-AJJFH,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),59.1,130.42,Yes
0336-BIBAF,Male,0,No,No,46,Yes,No,No,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,64.53,3015.34,Yes
0337-EDBFB,Male,1,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.05,2142.66,Yes
0338-EIAGB,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),92.14,2743.21,No
0339-CAHJC,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,49.34,1493.41,No
0340-CIEFH,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.81,2011.22,No
0341-HFGAJ,Female,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.73,1484.09,No
0342-DFHGJ,Male,1,No,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.81,765.25,No
0343-FEEEE,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),33.23,1578.32,No
0344-FEEAC,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.97,1584.58,Yes
0345-ACAFF,Male,0,Yes,No,43,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),32.18,1337.92,No
0346-FGJAJ,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),85.25,4908.13,No
0347-JHDIB,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.62,807.15,No
0348-BHADG,Female,0,Yes,No,67,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.92,6742.65,No
0349-DICEC,Male,0,Yes,No,41,No,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),99.19,4082.47,No
0350-CFFBE,Female,0,No,Yes,41,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),46.93,1971.0,Yes
0351-GACCG,Male,0,No,No,12,Yes,No,No,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),65.51,824.69,No
0352-EAFJG,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.68,0.44,No
0353-FAFGG,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.28,3145.01,Yes
0354-DADBC,Female,0,No,Yes,39,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,25.98,1035.13,Yes
0355-HECJA,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,46.3,2046.69,No
0356-CFBJF,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.36,1442.35,No
