customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PredictedChurnProb,PredictedChurn,RiskTier,AtRiskRevenue
0184-JHICD,Male,0,No,Yes,55,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),67.3,3666.53,No,0.4568967043733108,0,Medium,0.0
0185-AHAEI,Male,0,Yes,No,59,One year,DSL,No,No,Mailed check,62.84,3744.9,No,0.2560307781814362,0,Low,0.0
0186-EGGEC,Female,1,No,Yes,69,One year,DSL,No,No,Credit card (automatic),89.45,6222.0,Yes,0.2812022875233787,0,Low,0.0
0187-JICGH,Male,0,Yes,Yes,46,Month-to-month,Fiber optic,No,No,Electronic check,24.18,1076.9,Yes,0.6445878082195928,1,Medium,24.18
0188-FGIBG,Male,0,No,Yes,7,Month-to-month,No,Yes,No,Electronic check,107.04,756.15,Yes,0.6958651585851189,1,High,107.04
0189-CCAJD,Female,0,Yes,No,62,Month-to-month,Fiber optic,No,No,Mailed check,44.41,2786.02,Yes,0.5268886112347237,1,Medium,44.41
0190-EJJIC,Male,0,No,No,6,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),101.05,591.54,No,0.7706492085770872,1,High,101.05
0191-EGFAJ,Male,0,Yes,Yes,1,Two year,DSL,Yes,No,Electronic check,50.92,26.41,No,0.4332014008235152,0,Medium,0.0
0192-AGEAC,Male,0,Yes,No,16,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),92.87,1465.05,No,0.7232529724041032,1,High,92.87
0193-DFFFJ,Male,0,No,Yes,3,Two year,DSL,No,No,Bank transfer (automatic),111.77,317.6,No,0.4927814026794,0,Medium,0.0
0194-JHBDC,Male,0,Yes,No,25,Two year,Fiber optic,No,No,Bank transfer (automatic),88.51,2188.39,No,0.4869766845018838,0,Medium,0.0
0195-AJFBF,Female,0,Yes,Yes,71,Month-to-month,No,No,No,Mailed check,41.95,2935.13,No,0.39198565414974357,0,Medium,0.0
0196-CJIEE,Female,0,No,No,68,Month-to-month,No,No,No,Credit card (automatic),89.39,6120.44,Yes,0.4740199194846743,0,Medium,0.0
0197-IHFFF,Female,1,No,No,4,Two year,DSL,Yes,No,Electronic check,89.4,397.6,Yes,0.49112439901202065,0,Medium,0.0
0198-IBBJB,Male,0,No,No,4,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),112.29,484.39,Yes,0.7361075387050258,1,High,112.29
0199-CJEAG,Male,1,Yes,Yes,68,Month-to-month,Fiber optic,No,No,Credit card (automatic),44.14,3028.22,Yes,0.5430973576595235,1,Medium,44.14
0200-GFDEB,Male,0,Yes,Yes,2,Month-to-month,DSL,No,No,Mailed check,116.87,258.56,Yes,0.6624604610403659,1,High,116.87
0201-DEEGA,Female,1,No,No,37,Month-to-month,No,No,No,Electronic check,87.89,3272.53,No,0.6325341765606779,1,Medium,87.89
0202-IBAGH,Male,1,Yes,No,0,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),50.47,35.22,Yes,0.6767406475941262,1,High,50.47
0203-FBDHJ,Male,0,No,No,7,Month-to-month,Fiber optic,No,Yes,Mailed check,70.0,445.46,Yes,0.7514764551010423,1,High,70.0
0204-DDABJ,Female,0,Yes,No,12,One year,Fiber optic,Yes,No,Electronic check,95.7,1175.37,No,0.47963658088001176,0,Medium,0.0
0205-CJFEC,Male,0,No,No,69,Two year,DSL,No,No,Electronic check,22.84,1612.79,No,0.260565352520014,0,Low,0.0
0206-CCJHJ,Female,0,No,No,49,Month-to-month,DSL,No,No,Mailed check,52.3,2577.58,No,0.5452996206054205,1,Medium,52.3
0207-IJAAE,Female,0,No,No,7,Month-to-month,DSL,No,Yes,Bank transfer (automatic),108.47,794.16,Yes,0.611370495624057,1,Medium,108.47
0208-ECIIG,Female,0,Yes,Yes,29,Month-to-month,Fiber optic,No,Yes,Electronic check,28.91,818.14,No,0.6626997807678061,1,High,28.91
0209-HGBDC,Male,0,No,No,39,Month-to-month,DSL,No,No,Electronic check,71.86,2788.69,No,0.6240859254893916,1,Medium,71.86
0210-DHIGI,Male,0,Yes,No,32,One year,No,No,Yes,Bank transfer (automatic),76.71,2465.74,No,0.20798838384170196,0,Low,0.0
0211-BADDJ,Male,1,No,No,72,One year,Fiber optic,No,No,Credit card (automatic),47.27,3367.6,No,0.2925724134235023,0,Low,0.0
0212-JIADB,Male,0,No,Yes,51,Month-to-month,No,No,No,Electronic check,59.24,2990.36,No,0.5189226112439317,1,Medium,59.24
0213-DGBFB,Male,0,Yes,No,32,One year,No,Yes,No,Credit card (automatic),110.84,3596.28,No,0.26156280852223046,0,Low,0.0
0214-CEDDI,Male,0,Yes,No,72,One year,Fiber optic,No,Yes,Bank transfer (automatic),24.16,1768.26,No,0.18197220333937053,0,Low,0.0
0215-FBIHI,Male,1,No,No,36,Month-to-month,DSL,No,No,Electronic check,34.46,1201.84,Yes,0.54431947377633,1,Medium,34.46
0216-EGFEG,Female,0,Yes,Yes,69,One year,Fiber optic,No,Yes,Bank transfer (automatic),109.92,7546.15,No,0.27048227959913856,0,Low,0.0
0217-HBDGG,Male,0,No,No,68,Month-to-month,DSL,Yes,No,Electronic check,36.29,2456.97,Yes,0.4497209110677552,0,Medium,0.0
0218-EAFAF,Female,0,Yes,Yes,3,One year,DSL,Yes,No,Electronic check,35.78,157.12,Yes,0.355140372684242,0,Medium,0.0
0219-CFBBJ,Male,0,Yes,No,59,Month-to-month,Fiber optic,No,Yes,Electronic check,77.61,4626.5,Yes,0.5386785260499491,1,Medium,77.61
0220-JFGDA,Male,0,No,No,30,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),118.41,3549.57,No,0.6477383629984604,1,Medium,118.41
0221-DEAGJ,Male,1,No,No,13,Two year,DSL,No,No,Electronic check,63.59,820.86,No,0.4812815372144827,0,Medium,0.0
0222-HIDJH,Female,0,Yes,No,59,One year,Fiber optic,No,No,Credit card (automatic),71.29,4215.03,No,0.35107191485582956,0,Medium,0.0
0223-JGADE,Female,0,No,No,67,One year,DSL,No,Yes,Mailed check,102.29,6869.62,No,0.23137679286272145,0,Low,0.0
0224-JCBHC,Female,1,No,No,25,Month-to-month,Fiber optic,No,Yes,Mailed check,89.03,2202.23,Yes,0.7273087180399421,1,High,89.03
0225-JHFGI,Female,0,No,Yes,23,One year,No,No,No,Mailed check,119.59,2717.65,No,0.42206063036483865,0,Medium,0.0
0226-HGDEH,Male,0,Yes,No,55,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),80.49,4458.63,No,0.5057340401239894,1,Medium,80.49
0227-IAJFA,Female,1,Yes,No,8,Two year,No,No,Yes,Electronic check,60.81,471.89,No,0.4318728779664892,0,Medium,0.0
0228-CJDJG,Male,0,No,Yes,34,One year,Fiber optic,Yes,Yes,Bank transfer (automatic),52.03,1722.93,No,0.28374958625602814,0,Low,0.0
0229-IDEAD,Male,0,No,No,23,Month-to-month,DSL,No,No,Bank transfer (automatic),118.72,2766.33,No,0.6252019424934196,1,Medium,118.72
0230-DIJAC,Female,0,Yes,Yes,30,Month-to-month,Fiber optic,No,No,Electronic check,100.46,3037.25,Yes,0.7392852146840233,1,High,100.46
0231-FACFD,Female,0,No,Yes,65,Two year,DSL,Yes,No,Credit card (automatic),101.61,6626.77,No,0.24135134167827943,0,Low,0.0
0232-BBECD,Female,0,Yes,No,65,One year,Fiber optic,Yes,Yes,Mailed check,37.83,2474.11,No,0.20813088036208496,0,Low,0.0
0233-BBFBA,Female,0,Yes,No,40,Two year,Fiber optic,No,No,Credit card (automatic),64.96,2589.8,No,0.47789736027482466,0,Medium,0.0
0234-IADCG,Female,0,No,No,35,Month-to-month,No,No,No,Credit card (automatic),20.32,750.01,Yes,0.5402238962431777,1,Medium,20.32
0235-ADFIG,Female,1,No,No,33,One year,Fiber optic,No,Yes,Bank transfer (automatic),72.51,2379.37,No,0.43213346538173514,0,Medium,0.0
0236-BIICC,Female,0,Yes,No,38,One year,No,No,No,Electronic check,25.53,946.92,No,0.3241306167425175,0,Low,0.0
0237-BCFIE,Female,1,No,Yes,22,One year,Fiber optic,No,No,Bank transfer (automatic),38.09,841.95,Yes,0.42855103672155864,0,Medium,0.0
0238-AIIAC,Male,0,No,Yes,43,One year,DSL,Yes,No,Mailed check,46.76,2007.03,No,0.26746126364919015,0,Low,0.0
0239-DHCFG,Female,0,No,No,69,Month-to-month,Fiber optic,No,No,Mailed check,101.35,6946.52,Yes,0.6453725334881291,1,Medium,101.35
0240-BEDDA,Female,0,No,No,57,Month-to-month,No,Yes,No,Bank transfer (automatic),28.45,1600.34,No,0.3431194291893747,0,Medium,0.0
0241-EGHHG,Male,0,Yes,No,58,Month-to-month,Fiber optic,Yes,No,Electronic check,110.56,6400.61,No,0.5696349348758643,1,Medium,110.56
0242-IDDGB,Female,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Electronic check,75.76,1923.18,Yes,0.7851340821192684,1,High,75.76
0243-IEEFD,Male,1,Yes,Yes,21,Month-to-month,Fiber optic,No,No,Credit card (automatic),29.09,600.64,Yes,0.6059319115873246,1,Medium,29.09
0244-AEGDC,Male,0,No,No,39,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),118.67,4672.1,Yes,0.5845251440211485,1,Medium,118.67
0245-HIBBF,Female,0,No,No,10,Month-to-month,DSL,Yes,No,Bank transfer (automatic),18.21,206.17,No,0.5011160735858075,1,Medium,18.21
0246-FEAJF,Male,0,Yes,No,8,Month-to-month,DSL,Yes,No,Mailed check,34.62,308.87,No,0.5662698624177441,1,Medium,34.62
0247-BEIJB,Male,0,Yes,Yes,11,One year,DSL,No,No,Electronic check,36.76,443.42,No,0.4027636175778552,0,Medium,0.0
0248-EBFIB,Male,0,Yes,No,25,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),106.56,2633.58,No,0.645341386841344,1,Medium,106.56
0249-FJGBD,Male,0,Yes,Yes,37,Month-to-month,No,No,No,Bank transfer (automatic),53.48,2009.0,Yes,0.5094080868334819,1,Medium,53.48
0250-BDIIC,Female,0,No,No,2,One year,No,Yes,No,Mailed check,103.16,175.64,Yes,0.4098700290393626,0,Medium,0.0
0251-HAFID,Male,0,No,Yes,14,Month-to-month,DSL,No,No,Credit card (automatic),22.3,317.15,No,0.6111040236922671,1,Medium,22.3
0252-HABHI,Female,0,Yes,No,46,One year,Fiber optic,No,No,Mailed check,115.78,5306.49,No,0.37546274872160357,0,Medium,0.0
0253-EFCHD,Male,0,No,No,4,Month-to-month,Fiber optic,No,No,Credit card (automatic),105.08,420.09,Yes,0.8179703888298199,1,High,105.08
0254-FGJFF,Male,0,No,No,53,Two year,Fiber optic,Yes,Yes,Credit card (automatic),66.54,3497.71,No,0.23677127977649676,0,Low,0.0
0255-FBIGB,Male,1,No,No,23,Month-to-month,Fiber optic,Yes,Yes,Electronic check,33.59,818.71,No,0.6353561991967538,1,Medium,33.59
0256-AFBEJ,Male,0,Yes,Yes,10,Month-to-month,DSL,No,No,Electronic check,40.82,424.8,Yes,0.6913134875803194,1,High,40.82
0257-FHDCD,Female,0,Yes,No,32,Month-to-month,No,No,No,Credit card (automatic),41.24,1294.75,No,0.48813919195744265,0,Medium,0.0
0258-JGDHC,Female,0,Yes,No,56,Month-to-month,No,No,No,Credit card (automatic),89.68,4995.74,No,0.4972620633081394,0,Medium,0.0
0259-GFAIE,Male,0,No,No,51,Two year,DSL,Yes,No,Electronic check,56.24,2834.02,No,0.2645397230636411,0,Low,0.0
0260-ECHFJ,Male,1,No,No,63,One year,Fiber optic,Yes,Yes,Credit card (automatic),18.32,1181.87,No,0.2125368560190643,0,Low,0.0
0261-DJBDA,Female,0,No,No,42,Two year,DSL,No,No,Credit card (automatic),57.18,2399.52,No,0.3346865689607384,0,Medium,0.0
0262-AHDIF,Male,0,Yes,No,43,Month-to-month,DSL,Yes,No,Credit card (automatic),76.33,3321.63,No,0.4801960359943919,0,Medium,0.0
0263-JDIJA,Male,0,Yes,No,35,Two year,No,No,No,Mailed check,23.49,772.26,No,0.24471474163881418,0,Low,0.0
0264-DGCJF,Male,0,Yes,No,11,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),74.22,816.09,Yes,0.710318420717861,1,High,74.22
0265-JDIJD,Female,0,No,Yes,55,Month-to-month,DSL,Yes,No,Credit card (automatic),97.24,5346.91,No,0.43886156332211157,0,Medium,0.0
0266-DJIBB,Female,0,Yes,Yes,2,Month-to-month,Fiber optic,No,No,Electronic check,75.55,199.36,Yes,0.7858785990059635,1,High,75.55
0267-DBBFD,Female,0,Yes,Yes,49,One year,No,No,No,Credit card (automatic),51.8,2560.7,No,0.2245763649480115,0,Low,0.0
0268-JCDGG,Male,0,No,Yes,28,Two year,No,No,No,Credit card (automatic),54.84,1539.44,No,0.3204170751005213,0,Low,0.0
0269-CIJBB,Male,0,No,No,15,Month-to-month,DSL,No,No,Electronic check,61.9,936.62,Yes,0.6469144731254437,1,Medium,61.9
0270-CFFGG,Female,1,No,Yes,39,Two year,No,No,No,Electronic check,104.45,4093.46,No,0.42588793333828795,0,Medium,0.0
0271-AGACD,Female,0,Yes,Yes,26,Two year,No,No,Yes,Credit card (automatic),21.24,594.12,No,0.23078666751400975,0,Low,0.0
0272-FDDFD,Female,0,No,No,69,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),54.15,3692.73,No,0.42406872028720977,0,Medium,0.0
0273-FJCHF,Female,0,Yes,No,41,One year,Fiber optic,Yes,No,Electronic check,115.86,4706.68,No,0.42522734213364805,0,Medium,0.0
0274-IBEJI,Male,1,No,No,56,Month-to-month,DSL,No,Yes,Electronic check,102.78,5726.23,No,0.5648269529018302,1,Medium,102.78
0275-FFGGE,Female,0,Yes,No,9,Two year,DSL,Yes,No,Mailed check,31.75,279.93,No,0.32954680507678036,0,Low,0.0
0276-HFDAA,Male,1,Yes,Yes,37,One year,Fiber optic,No,No,Credit card (automatic),54.2,1990.33,No,0.3916999691041971,0,Medium,0.0
0277-FECFH,Female,0,No,Yes,7,Month-to-month,No,No,No,Mailed check,19.84,94.08,No,0.6387657260403051,1,Medium,19.84
0278-EDHDH,Male,0,No,No,17,Two year,No,No,No,Mailed check,92.42,1580.98,Yes,0.4071575995641268,0,Medium,0.0
0279-FJEAB,Female,0,No,No,16,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),28.56,491.28,No,0.6365338099678824,1,Medium,28.56
0280-GBJCG,Female,0,Yes,No,57,Two year,No,No,Yes,Credit card (automatic),57.36,3225.11,No,0.17952316824734066,0,Low,0.0
0281-CIIGE,Female,0,Yes,No,65,Month-to-month,Fiber optic,No,No,Credit card (automatic),110.11,7159.46,No,0.5838714061869706,1,Medium,110.11
0282-BEEBI,Female,0,No,Yes,43,One year,Fiber optic,No,No,Mailed check,31.94,1421.58,Yes,0.4232483971108991,0,Medium,0.0
0283-EIHIF,Male,0,No,No,8,One year,DSL,No,Yes,Electronic check,51.22,364.79,No,0.40167667180162675,0,Medium,0.0
0284-HCCJI,Female,0,No,Yes,47,One year,Fiber optic,Yes,Yes,Electronic check,101.19,4735.37,No,0.35545279757356274,0,Medium,0.0
0285-AECEE,Male,0,No,No,38,Month-to-month,DSL,No,No,Credit card (automatic),82.49,3128.82,Yes,0.5778041248905074,1,Medium,82.49
0286-FHAHE,Male,0,No,No,5,Two year,DSL,No,No,Bank transfer (automatic),95.43,444.49,No,0.45025512480542146,0,Medium,0.0
0287-HBEEB,Male,0,No,No,29,Month-to-month,DSL,No,No,Bank transfer (automatic),115.81,3363.61,Yes,0.6110389669522062,1,Medium,115.81
0288-GAGJC,Male,0,Yes,No,17,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),111.16,1924.92,No,0.681687694163113,1,High,111.16
0289-CEICD,Female,0,Yes,No,42,Month-to-month,DSL,No,No,Electronic check,47.23,1970.27,Yes,0.5951135117426444,1,Medium,47.23
0290-HFFGG,Male,0,Yes,No,32,Two year,Fiber optic,No,No,Bank transfer (automatic),48.49,1502.56,No,0.4276306107343206,0,Medium,0.0
0291-FICJF,Male,1,Yes,No,52,Month-to-month,No,No,Yes,Credit card (automatic),26.81,1405.49,No,0.37615051947609024,0,Medium,0.0
0292-BIIDI,Male,0,No,No,55,Month-to-month,No,No,Yes,Credit card (automatic),56.29,3134.18,No,0.40866407305335756,0,Medium,0.0
0293-GHCED,Female,0,No,No,18,Two year,Fiber optic,No,Yes,Electronic check,96.99,1775.16,No,0.5170080582493383,1,Medium,96.99
0294-FCCAJ,Female,0,No,No,68,Two year,DSL,Yes,No,Mailed check,44.36,3031.55,No,0.18277909287378238,0,Low,0.0
0295-CEDDJ,Female,1,Yes,No,25,Month-to-month,Fiber optic,Yes,No,Electronic check,102.46,2589.05,No,0.6856704498045594,1,High,102.46
0296-JGGJE,Female,0,Yes,Yes,28,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),76.46,2123.13,Yes,0.6861093569059292,1,High,76.46
0297-FAFAJ,Male,0,Yes,No,23,Month-to-month,Fiber optic,No,Yes,Mailed check,54.74,1257.6,No,0.5894234848626221,1,Medium,54.74
0298-IFHBF,Male,1,No,No,5,Two year,Fiber optic,No,No,Electronic check,60.66,291.77,Yes,0.6271267237216039,1,Medium,60.66
0299-HDEEJ,Female,0,Yes,No,53,Two year,Fiber optic,No,No,Bank transfer (automatic),96.64,5075.92,No,0.36874298835723196,0,Medium,0.0
0300-BGJEA,Male,0,No,No,38,Two year,No,No,No,Bank transfer (automatic),50.25,1884.04,No,0.2984590174886387,0,Low,0.0
0301-CIJFA,Male,0,Yes,Yes,3,One year,DSL,No,Yes,Mailed check,91.09,272.96,No,0.3892763956302742,0,Medium,0.0
0302-HIFEF,Male,0,Yes,Yes,57,Month-to-month,DSL,No,No,Electronic check,60.54,3465.33,No,0.5675895705926578,1,Medium,60.54
0303-EBHBD,Female,0,No,No,47,Month-to-month,Fiber optic,Yes,No,Electronic check,101.21,4708.8,Yes,0.6962855629137021,1,High,101.21
0304-GEGED,Female,0,No,Yes,59,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),39.6,2379.08,No,0.5294668816413515,1,Medium,39.6
0305-JIIJG,Male,0,Yes,Yes,25,Month-to-month,DSL,No,No,Credit card (automatic),49.49,1246.99,Yes,0.539018879750488,1,Medium,49.49
0306-JBAEC,Female,1,No,Yes,39,Two year,No,Yes,No,Credit card (automatic),68.74,2714.3,No,0.28581980368791704,0,Low,0.0
0307-GBIGJ,Female,0,No,Yes,55,Month-to-month,Fiber optic,Yes,No,Mailed check,94.39,5159.9,Yes,0.5932199914161437,1,Medium,94.39
0308-CICGI,Female,0,No,No,38,Two year,Fiber optic,Yes,No,Electronic check,34.08,1307.79,No,0.4432462383936502,0,Medium,0.0
0309-EBDCA,Female,0,No,No,38,Two year,Fiber optic,Yes,No,Credit card (automatic),110.14,4143.43,No,0.37357676669399453,0,Medium,0.0
0310-DAADG,Female,0,No,No,47,Two year,Fiber optic,No,No,Mailed check,19.82,926.81,No,0.404050384101643,0,Medium,0.0
0311-EHGGB,Male,0,Yes,No,24,One year,No,No,No,Bank transfer (automatic),20.69,516.29,Yes,0.2935317795139458,0,Low,0.0
0312-DGCCB,Female,0,No,Yes,33,Month-to-month,DSL,No,No,Credit card (automatic),63.79,2121.19,Yes,0.6121039623338985,1,Medium,63.79
0313-GCBFF,Male,0,Yes,Yes,20,Month-to-month,Fiber optic,No,No,Electronic check,102.53,2023.96,No,0.7554096071877648,1,High,102.53
0314-CGIGB,Male,0,No,No,24,One year,DSL,Yes,Yes,Bank transfer (automatic),31.43,715.42,No,0.18486409591257888,0,Low,0.0
0315-CBHFE,Female,0,Yes,No,21,Month-to-month,No,No,No,Electronic check,67.51,1403.26,No,0.6389202811964958,1,Medium,67.51
0316-JBBFE,Male,0,Yes,Yes,22,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),61.75,1369.54,Yes,0.634854768043657,1,Medium,61.75
0317-BACIH,Male,0,No,No,24,One year,No,No,Yes,Electronic check,93.97,2214.24,No,0.34556194638459076,0,Medium,0.0
0318-JFDHB,Male,0,Yes,No,25,Two year,No,Yes,Yes,Mailed check,39.81,1028.96,No,0.20844689459744292,0,Low,0.0
0319-GEIDC,Female,0,Yes,No,29,Two year,Fiber optic,No,No,Electronic check,78.59,2279.5,No,0.5143936550663271,1,Medium,78.59
0320-JIIGB,Female,1,No,Yes,37,Month-to-month,DSL,No,No,Electronic check,111.8,4172.37,No,0.6159759769608534,1,Medium,111.8
0321-IEFIG,Male,0,No,No,33,Two year,Fiber optic,No,No,Bank transfer (automatic),23.63,794.7,No,0.3744699162213576,0,Medium,0.0
0322-ICIGF,Female,0,No,Yes,72,One year,DSL,Yes,No,Electronic check,108.21,7838.53,No,0.215401199198366,0,Low,0.0
0323-GDJHH,Female,0,Yes,No,14,One year,No,No,No,Electronic check,39.31,549.49,Yes,0.4525237926651759,0,Medium,0.0
0324-DHBAI,Female,0,No,No,43,Month-to-month,DSL,No,No,Electronic check,26.42,1158.63,Yes,0.6170390099542036,1,Medium,26.42
0325-HHGDG,Female,0,Yes,No,9,One year,Fiber optic,Yes,No,Bank transfer (automatic),50.56,454.05,No,0.3966538640233638,0,Medium,0.0
0326-FDDEE,Male,1,Yes,Yes,36,One year,DSL,Yes,No,Credit card (automatic),70.04,2488.37,No,0.23487105546575138,0,Low,0.0
0327-JIJED,Male,1,No,Yes,6,One year,DSL,Yes,No,Credit card (automatic),54.42,285.48,No,0.29005153929856003,0,Low,0.0
0328-HJIEF,Female,0,No,No,31,Month-to-month,DSL,No,No,Credit card (automatic),31.52,950.71,No,0.5644302222409184,1,Medium,31.52
0329-IAFHB,Female,0,No,No,10,Two year,Fiber optic,Yes,No,Electronic check,66.62,674.03,Yes,0.5079180956247883,1,Medium,66.62
0330-ADCBH,Male,0,No,No,47,Two year,DSL,No,No,Mailed check,18.21,889.18,No,0.2899973027349492,0,Low,0.0
0331-FHJID,Male,0,Yes,No,67,Two year,Fiber optic,No,Yes,Mailed check,18.97,1235.16,No,0.2520170130102845,0,Low,0.0
0332-JFHIG,Female,0,No,Yes,47,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),102.79,4873.55,No,0.6062425009105917,1,Medium,102.79
0333-GABJE,Male,0,Yes,No,44,Month-to-month,No,No,No,Credit card (automatic),75.97,3340.54,No,0.5008258034546611,1,Medium,75.97
0334-GIJGI,Female,0,No,Yes,32,Month-to-month,No,Yes,Yes,Electronic check,55.08,1762.98,Yes,0.45866805765633345,0,Medium,0.0
0335-AJJFH,Female,0,No,Yes,3,One year,Fiber optic,Yes,No,Bank transfer (automatic),59.1,130.42,Yes,0.4562143196630034,0,Medium,0.0
0336-BIBAF,Male,0,No,No,46,Two year,No,No,Yes,Electronic check,64.53,3015.34,Yes,0.33678675572714706,0,Medium,0.0
0337-EDBFB,Male,1,No,No,52,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),42.05,2142.66,Yes,0.5750532727961432,1,Medium,42.05
0338-EIAGB,Female,0,No,No,30,Two year,Fiber optic,Yes,No,Credit card (automatic),92.14,2743.21,No,0.36515657014516345,0,Medium,0.0
0339-CAHJC,Female,0,No,No,30,One year,Fiber optic,Yes,No,Electronic check,49.34,1493.41,No,0.4132406767773883,0,Medium,0.0
0340-CIEFH,Male,0,Yes,No,26,Month-to-month,DSL,No,Yes,Credit card (automatic),76.81,2011.22,No,0.49061273674671096,0,Medium,0.0
0341-HFGAJ,Female,1,Yes,Yes,47,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),31.73,1484.09,No,0.5695447239126782,1,Medium,31.73
0342-DFHGJ,Male,1,No,No,35,Month-to-month,DSL,No,No,Electronic check,20.81,765.25,No,0.6122909733269928,1,Medium,20.81
0343-FEEEE,Female,0,No,No,48,One year,Fiber optic,No,No,Credit card (automatic),33.23,1578.32,No,0.3905759774952593,0,Medium,0.0
0344-FEEAC,Male,0,Yes,No,30,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),53.97,1584.58,Yes,0.5830642387871481,1,Medium,53.97
0345-ACAFF,Male,0,Yes,No,43,One year,No,No,Yes,Bank transfer (automatic),32.18,1337.92,No,0.15632187547290533,0,Low,0.0
0346-FGJAJ,Male,0,Yes,No,58,One year,DSL,No,No,Bank transfer (automatic),85.25,4908.13,No,0.2395602952129565,0,Low,0.0
0347-JHDIB,Female,0,No,No,22,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),34.62,807.15,No,0.6356315761755146,1,Medium,34.62
0348-BHADG,Female,0,Yes,No,67,Month-to-month,No,No,Yes,Electronic check,100.92,6742.65,No,0.4588939929673623,0,Medium,0.0
0349-DICEC,Male,0,Yes,No,41,One year,DSL,No,Yes,Credit card (automatic),99.19,4082.47,No,0.2852194231714376,0,Low,0.0
0350-CFFBE,Female,0,No,Yes,41,Month-to-month,No,Yes,No,Credit card (automatic),46.93,1971.0,Yes,0.44540138982351113,0,Medium,0.0
0351-GACCG,Male,0,No,No,12,Two year,No,No,No,Bank transfer (automatic),65.51,824.69,No,0.339776369333053,0,Medium,0.0
0352-EAFJG,Male,1,Yes,Yes,0,Month-to-month,Fiber optic,No,Yes,Electronic check,87.68,0.44,No,0.7964661820818933,1,High,87.68
0353-FAFGG,Female,0,Yes,Yes,52,Month-to-month,Fiber optic,Yes,No,Mailed check,61.28,3145.01,Yes,0.5180455333315485,1,Medium,61.28
0354-DADBC,Female,0,No,Yes,39,One year,No,No,No,Mailed check,25.98,1035.13,Yes,0.2973100548707041,0,Low,0.0
0355-HECJA,Male,0,Yes,Yes,45,Two year,Fiber optic,No,No,Electronic check,46.3,2046.69,No,0.4658170060373683,0,Medium,0.0
0356-CFBJF,Female,0,No,No,21,Month-to-month,DSL,Yes,No,Electronic check,70.36,1442.35,No,0.6137907817824104,1,Medium,70.36
0357-AFBBC,Female,0,No,No,51,Month-to-month,No,Yes,No,Bank transfer (automatic),101.27,5202.71,Yes,0.3971921729966375,0,Medium,0.0
0358-GHGAH,Male,0,Yes,Yes,27,One year,DSL,Yes,No,Electronic check,25.06,693.32,No,0.24956041872830373,0,Low,0.0
0359-FGFJB,Male,1,No,Yes,52,Month-to-month,DSL,No,No,Electronic check,36.0,1915.03,No,0.5385804963247635,1,Medium,36.0
0360-JICEF,Female,0,Yes,No,62,Month-to-month,No,No,No,Credit card (automatic),112.97,7049.96,No,0.493715408048621,0,Medium,0.0
